Protein	MapManNumer	Description	NA_1_1	NA_1_2	NA_1_3	NA_2_1	NA_2_2	NA_2_3	NA_3_1	NA_3_2	NA_3_3	CA_1_1	CA_1_2	CA_1_3	CA_2_1	CA_2_2	CA_2_3	CA_3_1	CA_3_2	CA_3_3	DA6_1_1	DA6_1_2	DA6_1_3	DA6_2_1	DA6_2_2	DA6_2_3	DA6_3_1	DA6_3_2	DA6_3_3	DA12_1_1	DA12_1_2	DA12_1_3	DA12_2_1	DA12_2_2	DA12_2_3	DA12_3_1	DA12_3_2	DA12_3_3	DA24_1_1	DA24_1_2	DA24_1_3	DA24_2_1	DA24_2_2	DA24_2_3	DA24_3_1	DA24_3_2	DA24_3_3
AT3G45620.1	GMM:29.5.11.4.99	protein.degradation.ubiquitin.E3.unspecified	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT3G46000.1	GMM:31.1.1.1.2;GMM:31.1	cell.organisation.cytoskeleton.actin.actin depolymerizing factors;cell.organisation	NaN	NaN	NaN	NaN	-0.196567	-10.829769	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-10.829769	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.230477	NaN	NaN	NaN	NaN	NaN	-10.935739	NaN	NaN	-0.357689	NaN	NaN	NaN	NaN	-0.275795	NaN	NaN	-11.123904	NaN	NaN	NaN	NaN
AT3G46060.1	GMM:30.5	signalling.G-proteins	NaN	-0.281762	NaN	-0.565417	NaN	-0.300256	-0.579631	NaN	-0.215172	-0.359519	NaN	NaN	NaN	-0.121273	-0.512270	NaN	-0.127145	-0.108446	NaN	0.112046	NaN	0.325284	NaN	-0.009826	NaN	NaN	0.079021	-0.336052	-0.419966	-0.393672	-0.163435	-0.273179	NaN	NaN	NaN	NaN	NaN	NaN	-0.144354	0.128450	0.019794	NaN	NaN	0.180243	NaN
AT3G46100.1	GMM:29.1.21	protein.aa activation.histidine-tRNA ligase	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT3G46110.1	GMM:35.2	not assigned.unknown	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-12.780439	1.034158	0.635971	0.506398	0.898636	0.620137	NaN	1.062690	NaN	1.059539	0.775922	0.720502	0.990094	0.692103	NaN	0.690664	1.020387	0.747033	NaN	NaN	NaN	NaN	0.374592	NaN	0.243297	NaN	NaN	NaN	NaN	NaN	0.119296	0.399875	0.253814	NaN	NaN	0.122335	0.155886
AT3G46140.1	GMM:29.4	protein.postranslational modification	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT3G46430.1	GMM:9.9	mitochondrial electron transport / ATP synthesis.F1-ATPase	-0.156919	-0.123277	0.161552	0.026745	-0.024563	0.187581	-0.204700	-0.192203	-0.397457	-4.526940	0.057314	0.274475	-0.315688	-0.308469	0.153961	NaN	-0.107969	-0.169180	0.169220	0.036733	-0.292150	0.163117	-0.101558	-0.091598	NaN	-0.204818	-0.133741	NaN	-0.307261	-0.338394	-0.426199	-0.367313	-0.452198	NaN	0.134413	0.223691	0.002586	0.098333	0.107179	0.057885	0.167655	0.071950	NaN	0.142033	-0.329111
AT3G46740.1	GMM:29.3.3	protein.targeting.chloroplast	NaN	-0.365217	-0.167920	-0.863045	NaN	NaN	0.068613	-0.587619	NaN	NaN	-0.245560	-0.423870	-5.835516	-0.422962	NaN	NaN	0.616690	NaN	-0.073635	NaN	0.292989	NaN	0.291145	NaN	NaN	-0.178378	-0.060355	-0.389854	-0.280260	-0.534056	NaN	-0.313848	NaN	-5.440003	0.491014	NaN	NaN	NaN	0.043366	NaN	0.049209	-0.095055	0.385214	0.204382	-0.223294
AT3G46780.1	GMM:27.2	RNA.transcription	-0.170376	-0.140642	-0.163096	0.103327	-4.979896	0.146811	0.035245	-0.171295	-0.117341	-0.675226	-0.456439	-0.535609	-0.369170	-0.108344	0.146811	-0.408547	-0.296064	-0.404578	-6.229832	-0.194835	-0.424554	-0.116124	-0.216227	-0.354484	-0.100744	-0.223176	NaN	-0.231608	-0.307042	-0.407632	-0.150994	-0.211941	-0.357521	-0.540044	-0.155248	-0.020421	-0.305610	-0.000879	-0.120585	0.134579	0.281095	0.043880	0.162827	0.103746	0.296932
AT3G46920.1	GMM:29.4	protein.postranslational modification	NaN	NaN	NaN	NaN	-2.141135	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.567237	NaN	-2.075210	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.100466	NaN	NaN	NaN	NaN
AT3G46970.1	GMM:2.2.2.2	major CHO metabolism.degradation.starch.starch phosphorylase	-0.487185	-0.748190	-0.491457	-0.447272	-0.545443	-0.491819	-0.310585	-0.503395	-0.475865	-0.453313	-0.594346	-0.527774	-0.310457	-0.287367	-0.406405	-0.376110	-0.246191	-0.396880	-0.091479	0.036127	-0.296719	-5.484513	-0.068923	-4.977059	-0.274257	-0.894078	-0.290643	-0.194777	-0.161192	-0.147379	-0.070312	-0.273580	-0.108665	-0.258007	0.107540	0.177528	0.167108	0.127910	0.040661	-0.039192	-0.008820	-0.427451	0.208317	0.189594	0.313484
AT3G47000.1	GMM:10.6.1	cell wall.degradation.cellulases and beta-1,4-glucanases	NaN	NaN	NaN	NaN	NaN	0.521873	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT3G47070.1			-0.126222	-5.549165	-0.298288	0.067554	0.063367	-0.069989	-0.150221	0.032691	-0.003286	-0.476042	-0.334630	-0.291578	NaN	-0.296068	-0.069989	-0.204456	-0.368753	-4.642980	-0.279089	-0.040506	-0.239620	0.194331	-0.275524	-0.154042	-0.073389	-0.174899	-0.150604	-0.325524	-0.409317	-0.234496	-0.256877	-0.296427	-0.107423	-0.129196	-0.170538	-0.154887	-0.414563	-0.266442	-0.387767	0.012276	0.007179	-0.268034	-0.013055	-0.126931	0.118402
AT3G47110.1	GMM:30.2.12	signalling.receptor kinases.leucine rich repeat XII	NaN	NaN	NaN	-0.055545	0.431614	NaN	0.140327	0.049877	0.168828	NaN	-0.656995	-0.066193	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.364338	-0.518316	NaN	NaN	NaN	-0.061525	NaN	0.073498	NaN	-0.085203	NaN	-0.284915	NaN	NaN	NaN	NaN	-0.032858	0.437953	NaN	NaN	NaN	0.313301	NaN
AT3G47340.1	GMM:13.1.3.1.1	amino acid metabolism.synthesis.aspartate family.asparagine.asparagine synthetase	0.157295	0.206417	-15.252573	0.345680	NaN	0.352238	0.285672	0.307037	0.238125	-0.027289	0.012585	0.023349	0.116744	0.003426	0.352238	0.173121	NaN	0.110519	NaN	NaN	NaN	0.281460	NaN	0.184878	0.250545	0.306778	0.375011	0.040988	0.056961	NaN	0.194375	-15.284010	0.078778	NaN	-15.241266	0.155224	NaN	0.371473	-15.415041	NaN	NaN	0.470126	NaN	NaN	0.481303
AT3G47370.1	GMM:29.2.1.2.1.20	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S20	-6.205155	-0.058575	-0.353258	-0.307563	-0.298693	-0.312254	-0.313614	-0.397894	NaN	-0.323468	-0.403190	-0.335388	-0.393946	-0.188434	-0.312254	NaN	-0.276162	0.032923	-0.076530	-0.062265	-0.078493	-0.130852	0.047312	-0.251902	-0.091649	-0.054877	-0.274701	-0.241015	-0.311214	-0.250905	-0.285372	-0.056162	NaN	-0.040670	-0.090007	-0.274630	0.289157	0.223320	0.167568	0.299310	-0.041623	0.075014	0.201287	0.332956	NaN
AT3G47470.1	GMM:1.1.2.1	PS.lightreaction.photosystem I.LHC-I	-0.432372	0.273617	-0.271702	0.186200	0.280941	0.250574	-0.077437	-0.250108	-0.317476	-0.023106	0.026554	-0.091370	0.102873	-0.301300	0.018966	-0.293699	0.109180	-0.364741	-0.098533	0.011220	-0.110146	0.292165	0.500185	0.759507	0.555129	0.325811	0.217872	-0.157019	0.187509	0.240912	0.604790	0.331332	0.684039	0.054820	0.284641	0.304810	-0.133844	-0.166209	0.215705	0.683907	-0.270913	-0.070714	0.067045	-0.032960	0.970556
AT3G47480.1	GMM:30.3	signalling.calcium	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT3G47520.1	GMM:8.2.9	TCA / organic transformation.other organic acid transformations.cyt MDH	-0.052691	0.053889	0.020874	-0.014233	NaN	0.016275	-0.048209	-0.504659	-0.204115	-0.299659	-0.224465	-0.199903	-0.319641	-0.152334	-5.516431	0.080003	0.117911	NaN	NaN	0.087211	0.084751	0.151899	-5.136603	NaN	0.061891	0.053535	NaN	NaN	-0.482214	-10.474377	-0.343556	-3.874980	-10.852056	0.095876	0.321656	NaN	0.308956	0.328220	0.341969	0.443702	-4.103490	NaN	0.355537	0.294823	NaN
AT3G47630.1	GMM:35.2	not assigned.unknown	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-9.053758	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT3G47650.1	GMM:33.99	development.unspecified	NaN	NaN	-0.475886	NaN	-0.549295	0.060894	NaN	-0.291195	-0.346351	-0.104362	NaN	NaN	NaN	-10.775359	0.060894	-0.175075	NaN	-0.548286	-0.108832	-0.167829	-0.185390	NaN	-0.457531	NaN	-0.273885	NaN	-5.463513	NaN	NaN	NaN	NaN	NaN	-0.149324	NaN	-0.237812	-0.177335	NaN	NaN	-5.487646	0.280139	0.159745	NaN	NaN	0.144978	0.382360
AT3G47780.1	GMM:34.16	transport.ABC transporters and multidrug resistance systems	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT3G47800.1	GMM:3.5	minor CHO metabolism.others	0.058320	NaN	NaN	-0.070419	NaN	-0.210735	NaN	-0.364672	NaN	NaN	-0.409443	-0.111696	-0.455203	-0.396892	NaN	NaN	-0.838637	-0.068875	0.247015	NaN	NaN	NaN	-0.081735	-0.314467	-0.168843	0.182260	-0.100527	NaN	-0.559923	NaN	NaN	NaN	NaN	NaN	0.188327	NaN	0.476505	0.153747	0.358569	NaN	0.540858	NaN	0.801897	NaN	0.131716
AT3G47890.1	GMM:29.5.11	protein.degradation.ubiquitin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT3G48000.1	GMM:5.10	fermentation.aldehyde dehydrogenase	-0.596520	-0.097913	-0.166929	0.915433	-0.488117	-0.239768	0.091907	NaN	-0.241719	0.575111	0.023060	-0.248993	-0.642566	-0.382035	NaN	0.235159	-0.291462	0.472700	0.230977	-0.113263	NaN	0.757715	-0.391259	NaN	0.183998	-0.569256	0.115457	NaN	NaN	-0.469942	-0.378564	NaN	NaN	NaN	0.069480	NaN	0.767677	NaN	0.304650	-4.777253	NaN	0.165887	0.728169	0.159214	-0.178750
AT3G48050.1	GMM:27.3.99	RNA.regulation of transcription.unclassified	NaN	NaN	NaN	NaN	NaN	-4.386414	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.497038	NaN	NaN
AT3G48170.1	GMM:16.4.2.1	secondary metabolism.N misc.betaine.betaine-aldehyde dehydrogenase	0.109796	NaN	-0.022722	-0.354809	0.105281	-0.103430	NaN	NaN	0.015155	NaN	-0.328799	-0.519299	NaN	-0.403368	-0.348708	NaN	NaN	-10.952112	NaN	NaN	-0.124190	NaN	NaN	-0.310887	NaN	-0.086923	NaN	-0.046674	-13.780858	NaN	-0.234663	-6.966523	-0.296974	NaN	NaN	NaN	NaN	-13.818145	NaN	NaN	-6.767683	0.143326	0.163245	0.259987	NaN
AT3G48190.1	GMM:29.4.1	protein.postranslational modification.kinase	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.198306	NaN	-3.100482	NaN	-14.678287	-2.886297	-3.073042	NaN	NaN	NaN	-2.984912	-3.000891	-2.941342	NaN	-2.784391	NaN	NaN	-3.071516	-3.254732	NaN	-2.816317	-3.020143	-2.772322	-3.045265	-2.854246	NaN	-2.677664	-2.926864	-2.567163	-2.853262	-3.044120	NaN	NaN	-2.872068
AT3G48200.1			NaN	NaN	2.203515	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.209000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT3G48420.1			-10.598147	0.151535	NaN	0.527679	0.384751	0.181144	0.012655	0.159707	-6.056752	NaN	-0.282501	-0.895431	NaN	0.269915	NaN	NaN	-0.136298	NaN	0.420051	NaN	-11.724137	0.384940	NaN	NaN	NaN	-0.059824	-0.165895	NaN	NaN	-0.523873	-0.276731	NaN	NaN	NaN	-0.182266	NaN	0.635234	0.045617	NaN	NaN	0.379064	-11.547201	0.288385	0.178452	0.278907
AT3G48560.1	GMM:13.1.4.1.1	amino acid metabolism.synthesis.branched chain group.common.acetolactate synthase	NaN	NaN	NaN	-0.313452	NaN	NaN	NaN	NaN	-0.609545	NaN	NaN	NaN	-10.927759	NaN	0.201918	NaN	NaN	-0.577496	NaN	NaN	0.462322	NaN	NaN	NaN	NaN	NaN	-11.021416	NaN	NaN	NaN	NaN	-11.184556	NaN	NaN	NaN	NaN	NaN	NaN	-0.459021	NaN	NaN	-0.130293	NaN	NaN	NaN
AT3G48670.1	GMM:27.3.67	RNA.regulation of transcription.putative transcription regulator	NaN	NaN	NaN	NaN	NaN	-0.211799	-0.263209	-0.213552	-0.273487	NaN	NaN	-0.411157	NaN	-0.633393	-0.211799	-0.728607	NaN	-0.504628	-12.920264	NaN	NaN	NaN	-0.367074	-0.286063	NaN	-0.444791	-0.263454	NaN	-0.470229	-0.420154	NaN	NaN	-0.389352	-0.229953	NaN	NaN	-13.353536	-0.058947	-0.080259	0.072266	NaN	-0.175899	NaN	0.168271	NaN
AT3G48730.1	GMM:19.3	tetrapyrrole synthesis.GSA	-0.094429	-0.089486	-0.126678	-0.049162	0.100618	-0.106383	-0.234652	-0.198159	-0.113066	-0.491812	-0.320199	-0.557771	-0.529272	-0.330254	-0.174492	-0.144456	-0.416653	-0.230075	-0.184242	-0.116704	-0.132496	-0.153476	-0.281932	-0.174423	-0.061574	-0.002522	-0.329415	0.124959	-0.283571	-0.200396	-0.297172	0.244800	-0.290998	-0.029552	-0.156735	-0.089569	0.240245	0.159315	0.101199	0.036318	0.166477	0.136378	0.211341	0.426100	0.116080
AT3G48770.1	GMM:35.2	not assigned.unknown	NaN	NaN	-0.491054	-0.612800	NaN	NaN	NaN	NaN	-0.470975	NaN	NaN	-0.461695	NaN	-0.334885	NaN	-0.162804	NaN	NaN	NaN	NaN	-0.566456	NaN	NaN	NaN	NaN	-0.523488	NaN	NaN	-0.270016	NaN	NaN	-0.251375	NaN	-11.027309	NaN	-0.275667	NaN	-0.150073	NaN	NaN	NaN	-0.307190	NaN	NaN	NaN
AT3G48810.1	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	NaN	NaN	NaN	-0.104461	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.478918	NaN	-7.997205	NaN	NaN	0.174573	NaN	-0.122228	-0.108490	0.067469	NaN	NaN	NaN	-0.411463	-0.499841	-0.477418	-10.776384	NaN	NaN	-0.132872	NaN	0.051955	-0.214599	0.144245	NaN	-0.195017	NaN	NaN	NaN	0.176240	NaN
AT3G48850.1	GMM:34.9	transport.metabolite transporters at the mitochondrial membrane	NaN	NaN	NaN	0.034256	NaN	0.086977	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.028586	0.081369	-0.165852	0.082974	NaN	NaN	-0.092694	NaN	0.410159	0.382263	NaN	NaN	-0.001265	NaN	NaN	0.061879	NaN	NaN	-0.257794	NaN	0.494892	0.188509	NaN	NaN	0.684201	0.111689	NaN	0.011335	0.332421	0.488419	NaN
AT3G48890.1	GMM:21.2	redox.ascorbate and glutathione	NaN	NaN	NaN	NaN	NaN	NaN	-0.197192	NaN	NaN	NaN	NaN	0.031722	0.006521	NaN	-0.075358	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.003219	-8.987777	0.086474	NaN	NaN	NaN	NaN	NaN	NaN	0.104417	NaN	NaN	0.177395	NaN	NaN	NaN	NaN	NaN	0.262727	NaN	NaN	0.366910	NaN
AT3G48930.1	GMM:29.2.1.2.1.11	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S11	-0.408461	-0.186203	-0.244259	0.037764	0.125382	-0.304046	-0.223834	-0.449713	-0.191916	-0.504518	-0.715926	-0.539068	-0.061543	-0.130876	-0.203415	NaN	-0.310549	-0.408668	-0.355253	-0.291798	-0.197567	0.142326	0.305492	0.108864	0.079106	0.562972	-0.127423	-0.282790	-0.175809	-0.035350	-0.346234	-0.472775	-0.376925	-0.411972	-0.376324	-0.226438	-0.319602	-0.183576	-0.029484	-0.017982	-0.148486	-0.290235	-0.076926	-0.069024	-0.209407
AT3G49010.1	GMM:29.2.1.2.2.13	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L13	-0.137793	-0.045702	-0.129566	-0.077787	-0.149910	-0.413762	-0.346403	-0.422318	-0.230841	-0.264161	-0.330418	-0.461175	-0.256988	-0.219302	-0.079913	-0.259472	-0.244655	-0.270782	-0.216903	-0.237230	-0.226683	-0.015575	-0.062655	0.043541	-0.069583	-0.084727	-0.002343	-0.118259	-0.175177	-0.229902	-0.202157	-0.284118	-0.338741	-0.138531	-0.041585	-0.130965	-0.183532	-0.105566	-0.151273	-0.019074	0.025671	-0.101322	0.004596	-0.027568	0.023880
AT3G49120.1	GMM:26.12	misc.peroxidases	0.770106	0.201482	NaN	NaN	-0.010264	-0.295200	-0.447116	NaN	NaN	0.090634	-0.211434	NaN	NaN	NaN	NaN	-0.011032	-0.331193	NaN	-0.210935	0.198843	0.192988	0.151192	NaN	-0.124663	NaN	-0.051188	-0.254791	NaN	NaN	NaN	NaN	NaN	NaN	0.749864	0.185027	0.242517	-0.062956	0.281881	NaN	NaN	NaN	NaN	0.220278	NaN	NaN
AT3G49210.1	GMM:35.2	not assigned.unknown	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.453410	-8.619776	NaN	NaN	1.392658	-9.472687	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-8.844289	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT3G49240.1	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT3G49560.1	GMM:29.3.2	protein.targeting.mitochondria	NaN	0.117906	NaN	NaN	0.192707	NaN	-0.288377	NaN	NaN	NaN	NaN	NaN	0.270929	0.144444	NaN	NaN	0.142483	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.223700	NaN	NaN	0.113849	NaN	NaN	NaN	NaN	NaN	0.424452	0.587306	0.314305	0.133167	NaN	-0.007022	0.532856	NaN
AT3G49650.1	GMM:31.1	cell.organisation	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT3G49830.1	GMM:28.99	DNA.unspecified	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT3G49900.1	GMM:35.1.9	not assigned.no ontology.BTB/POZ domain-containing protein	NaN	-0.153539	-0.092605	0.001312	NaN	NaN	-0.305962	-0.174377	NaN	NaN	-0.037341	NaN	NaN	NaN	NaN	-0.540753	-0.149328	NaN	NaN	NaN	-0.059698	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.154861	NaN	0.605155	NaN	NaN	-0.072522	NaN	NaN	NaN	-0.277971	-0.423888	-0.645471	NaN	NaN	-0.139201	NaN	NaN
AT3G49910.1	GMM:29.2.1.2.2.26	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L26	-0.154057	-0.287939	-0.108260	NaN	-0.343420	-0.470480	-0.462342	NaN	NaN	-0.393914	NaN	-0.583386	NaN	0.026399	-0.470480	-0.523771	-0.467238	NaN	0.017841	NaN	-0.350736	0.299895	NaN	NaN	-0.445582	NaN	-0.072249	-0.198122	-0.147645	0.172709	NaN	-0.487512	-0.409600	NaN	-0.134918	-0.025732	-0.201542	-0.298467	0.121928	0.159596	0.329001	NaN	0.394272	0.393098	NaN
AT3G49960.1	GMM:26.12	misc.peroxidases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-9.107850	NaN	-8.822916	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-9.755261	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.630648	NaN	NaN	NaN	NaN	NaN	NaN	-9.143390	NaN
AT3G49970.1	GMM:30.11	signalling.light	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT3G50010.1	GMM:35.1.26	not assigned.no ontology.DC1 domain containing protein	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT3G50050.1	GMM:27.3.99	RNA.regulation of transcription.unclassified	NaN	NaN	NaN	NaN	-0.146715	NaN	0.069125	NaN	-0.300667	NaN	-0.365491	-0.340491	-0.407486	-0.673375	-0.417008	-0.169725	NaN	NaN	-0.403371	0.109568	-0.050012	NaN	-0.012161	NaN	NaN	-0.207032	NaN	NaN	-0.140165	-0.373007	NaN	-0.218715	-0.101267	NaN	NaN	NaN	0.191925	0.140121	NaN	NaN	0.089848	0.100018	NaN	NaN	0.200873
AT3G50090.1	GMM:28.99	DNA.unspecified	NaN	3.094296	NaN	NaN	2.707153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.915708	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.543007	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.595809	NaN	NaN	NaN	2.844272	NaN	2.569470
AT3G50280.1	GMM:16.2	secondary metabolism.phenylpropanoids	NaN	-0.140714	NaN	-0.399121	0.266695	NaN	NaN	NaN	NaN	-0.035160	0.075469	NaN	NaN	0.219383	NaN	NaN	0.276286	NaN	0.146439	0.270526	NaN	0.171594	NaN	0.017502	0.326947	0.014340	NaN	0.042550	NaN	NaN	NaN	-0.121955	NaN	0.348808	0.295919	NaN	NaN	NaN	NaN	NaN	0.618970	NaN	NaN	NaN	0.357852
AT3G50370.1	GMM:35.2	not assigned.unknown	NaN	NaN	NaN	NaN	NaN	-3.910127	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.189867	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.587036	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT3G50380.1	GMM:35.2	not assigned.unknown	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
